id,grupo_id,email,first_name,sur_name,roles,password,first_time,image,fortaleza
10017,223,branda.mollie@mail.com,Branda,Mollie,ROLE_USER,$2y$12$y4J5jx3UodSs18ZUMbbfGO3RwSeb9BpeRlj50ZeLvF5l96BQgsg7W,0,defaultImg.png,a:0:{}
10018,223,jodene.fredrick@mail.com,Jodene,Fredrick,ROLE_USER,$2y$12$y4J5jx3UodSs18ZUMbbfGO3RwSeb9BpeRlj50ZeLvF5l96BQgsg7W,0,defaultImg.png,a:0:{}
10019,223,deena.francisque@mail.com,Deena,Francisque,ROLE_USER,$2y$12$y4J5jx3UodSs18ZUMbbfGO3RwSeb9BpeRlj50ZeLvF5l96BQgsg7W,0,defaultImg.png,a:0:{}
10020,224,jasmine.berjouhi@mail.com,Jasmine,Berjouhi,ROLE_USER,$2y$12$y4J5jx3UodSs18ZUMbbfGO3RwSeb9BpeRlj50ZeLvF5l96BQgsg7W,0,defaultImg.png,a:0:{}
10021,224,ruy.marjolaine@mail.com,Ruy,Marjolaine,ROLE_USER,$2y$12$y4J5jx3UodSs18ZUMbbfGO3RwSeb9BpeRlj50ZeLvF5l96BQgsg7W,0,defaultImg.png,a:0:{}
10022,218,slot1@mail.com,slot,slot,ROLE_USER,$2y$12$y4J5jx3UodSs18ZUMbbfGO3RwSeb9BpeRlj50ZeLvF5l96BQgsg7W,0,defaultImg.png,a:0:{}
10023,219,slot2@mail.com,slot,slot,ROLE_USER,$2y$12$y4J5jx3UodSs18ZUMbbfGO3RwSeb9BpeRlj50ZeLvF5l96BQgsg7W,0,defaultImg.png,a:0:{}
10024,220,slot3@mail.com,slot,slot,ROLE_USER,$2y$12$y4J5jx3UodSs18ZUMbbfGO3RwSeb9BpeRlj50ZeLvF5l96BQgsg7W,0,defaultImg.png,a:0:{}
10025,221,slot4@mail.com,slot,slot,ROLE_USER,$2y$12$y4J5jx3UodSs18ZUMbbfGO3RwSeb9BpeRlj50ZeLvF5l96BQgsg7W,0,defaultImg.png,a:0:{}
10026,222,slot5@mail.com,slot,slot,ROLE_USER,$2y$12$y4J5jx3UodSs18ZUMbbfGO3RwSeb9BpeRlj50ZeLvF5l96BQgsg7W,0,defaultImg.png,a:0:{}
10027,223,slot6@mail.com,slot,slot,ROLE_USER,$2y$12$y4J5jx3UodSs18ZUMbbfGO3RwSeb9BpeRlj50ZeLvF5l96BQgsg7W,0,defaultImg.png,a:0:{}
10028,224,slot7@mail.com,slot,slot,ROLE_USER,$2y$12$y4J5jx3UodSs18ZUMbbfGO3RwSeb9BpeRlj50ZeLvF5l96BQgsg7W,0,defaultImg.png,a:0:{}
10029,225,slot8@mail.com,slot,slot,ROLE_USER,$2y$12$y4J5jx3UodSs18ZUMbbfGO3RwSeb9BpeRlj50ZeLvF5l96BQgsg7W,0,defaultImg.png,a:0:{}
10030,225,slot9@mail.com,slot,slot,ROLE_USER,$2y$12$y4J5jx3UodSs18ZUMbbfGO3RwSeb9BpeRlj50ZeLvF5l96BQgsg7W,0,defaultImg.png,a:0:{}
10031,225,slot10@mail.com,slot,slot,ROLE_USER,$2y$12$y4J5jx3UodSs18ZUMbbfGO3RwSeb9BpeRlj50ZeLvF5l96BQgsg7W,0,defaultImg.png,a:0:{}
10032,225,slot11@mail.com,slot,slot,ROLE_USER,$2y$12$y4J5jx3UodSs18ZUMbbfGO3RwSeb9BpeRlj50ZeLvF5l96BQgsg7W,0,defaultImg.png,a:0:{}
10033,225,slot12@mail.com,slot,slot,ROLE_USER,$2y$12$y4J5jx3UodSs18ZUMbbfGO3RwSeb9BpeRlj50ZeLvF5l96BQgsg7W,0,defaultImg.png,a:0:{}
10034,225,slot13@mail.com,slot,slot,ROLE_USER,$2y$12$y4J5jx3UodSs18ZUMbbfGO3RwSeb9BpeRlj50ZeLvF5l96BQgsg7W,0,defaultImg.png,a:0:{}
10035,225,slot14@mail.com,slot,slot,ROLE_USER,$2y$12$y4J5jx3UodSs18ZUMbbfGO3RwSeb9BpeRlj50ZeLvF5l96BQgsg7W,0,defaultImg.png,a:0:{}
10036,226,slot15@mail.com,slot,slot,ROLE_USER,$2y$12$y4J5jx3UodSs18ZUMbbfGO3RwSeb9BpeRlj50ZeLvF5l96BQgsg7W,0,defaultImg.png,a:0:{}
10037,226,slot16@mail.com,slot,slot,ROLE_USER,$2y$12$y4J5jx3UodSs18ZUMbbfGO3RwSeb9BpeRlj50ZeLvF5l96BQgsg7W,0,defaultImg.png,a:0:{}
10038,226,slot17@mail.com,slot,slot,ROLE_USER,$2y$12$y4J5jx3UodSs18ZUMbbfGO3RwSeb9BpeRlj50ZeLvF5l96BQgsg7W,0,defaultImg.png,a:0:{}
10039,226,slot18@mail.com,slot,slot,ROLE_USER,$2y$12$y4J5jx3UodSs18ZUMbbfGO3RwSeb9BpeRlj50ZeLvF5l96BQgsg7W,0,defaultImg.png,a:0:{}
10040,226,slot19@mail.com,slot,slot,ROLE_USER,$2y$12$y4J5jx3UodSs18ZUMbbfGO3RwSeb9BpeRlj50ZeLvF5l96BQgsg7W,0,defaultImg.png,a:0:{}
10041,226,slot20@mail.com,slot,slot,ROLE_USER,$2y$12$y4J5jx3UodSs18ZUMbbfGO3RwSeb9BpeRlj50ZeLvF5l96BQgsg7W,0,defaultImg.png,a:0:{}
10042,226,slot21@mail.com,slot,slot,ROLE_USER,$2y$12$y4J5jx3UodSs18ZUMbbfGO3RwSeb9BpeRlj50ZeLvF5l96BQgsg7W,0,defaultImg.png,a:0:{}
10043,227,slot22@mail.com,slot,slot,ROLE_USER,$2y$12$y4J5jx3UodSs18ZUMbbfGO3RwSeb9BpeRlj50ZeLvF5l96BQgsg7W,0,defaultImg.png,a:0:{}
10044,227,slot23@mail.com,slot,slot,ROLE_USER,$2y$12$y4J5jx3UodSs18ZUMbbfGO3RwSeb9BpeRlj50ZeLvF5l96BQgsg7W,0,defaultImg.png,a:0:{}
10045,227,slot24@mail.com,slot,slot,ROLE_USER,$2y$12$y4J5jx3UodSs18ZUMbbfGO3RwSeb9BpeRlj50ZeLvF5l96BQgsg7W,0,defaultImg.png,a:0:{}
10046,227,slot25@mail.com,slot,slot,ROLE_USER,$2y$12$y4J5jx3UodSs18ZUMbbfGO3RwSeb9BpeRlj50ZeLvF5l96BQgsg7W,0,defaultImg.png,a:0:{}
10047,227,slot26@mail.com,slot,slot,ROLE_USER,$2y$12$y4J5jx3UodSs18ZUMbbfGO3RwSeb9BpeRlj50ZeLvF5l96BQgsg7W,0,defaultImg.png,a:0:{}
10048,227,slot27@mail.com,slot,slot,ROLE_USER,$2y$12$y4J5jx3UodSs18ZUMbbfGO3RwSeb9BpeRlj50ZeLvF5l96BQgsg7W,0,defaultImg.png,a:0:{}
10049,227,slot28@mail.com,slot,slot,ROLE_USER,$2y$12$y4J5jx3UodSs18ZUMbbfGO3RwSeb9BpeRlj50ZeLvF5l96BQgsg7W,0,defaultImg.png,a:0:{}
